id,monthly_spending
50EB9F0B,24 k
AD95BC37,50000
538B3E05,172 - 189 тыс руб
69D062C5,79 т
21855DCE,73000 к
ED87FD68,11 - 15 тыс р
366A5837,60000
78D4C5A8,77 тысяч рублей
D57E980D,35 - 36 к
A6760429,37 т
1DC571F8,20 тыс р
5A1AE5EA,49 тыс руб
6515242A,143 т р
6EF84CFC,25000 к
94BDE979,165 - 195 т р
C95EFA42,594 k
CD5CBEA2,106000 тр
2D5B3C6E,285 - 341 k
F1C13B16,98 тыс руб
4AB4DA8D,237000 тр
038451B8,16 тыс
E0CBD96D,140 т р
28F6BF84,167 - 172 т р
7AAF61FC,128 к
4510C101,85000
0E2403B1,114000 k
7DEEDDBC,172 к
584BA09E,61000 - 97000 т р
ED282A44,27000 т
2902947F,369000 тыс руб
AEE776AA,41000 т р
12EEBA61,72000 тр
C9706731,113000 т р
3112732E,166000 k
A5D1CA55,71 - 88 т
2DADFBC7,28000 - 29000 k
751411F4,210 тыс р
495866E7,69 к
55DEE83B,199 тыс руб
4E24D3F1,110 - 171 т р
91585D4C,112000 - 189000 тыс р
734E56F2,97 - 98 k
5554FF87,24 т
4D2E0AE5,65 т
8B1FDA5D,151000 - 163000 к
10933760,13 тр
73B5EA34,43 тыс р
0F3D0E30,184000 т
C6D82586,295 - 328 тыс
5678E3F9,54 тыс руб
C7A659E5,136000 - 162000 тыс
04E501C6,21000 тыс р
63753900,71000 т
764F3942,56 - 59 т
FD4D2E3D,468 тыс
64093B57,90 - 92 тыс
F501F9A8,60000
DE013654,63000 тыс р
DF361B8C,107000 тыс руб
024B89C8,23 тр
4EDEB2B4,68000 - 92000 тыс
D4299CB0,32 т р
296B1B8A,89000 - 91000 тыс р
F7E5C311,12000 - 13000 т
79B676B6,93 к
09E755CC,450 т р
E3CC22B0,397000 т р
B1BD6331,88000 - 89000 тр
2DB5C336,197000 - 200000 т р
38A75EDA,664000 к
37804A04,110000 - 167000 к
B6856954,76 к
AC1F0281,135 k
135A89C9,40 к
8AD77830,116000 т
773569AA,216 - 396 к
08D9B897,414000 тыс р
60C41473,21000 т р
7F026485,36 т
96988F8B,40 к
C191FCE9,84000 тыс
765F0670,36 - 38 к
9A64BCB9,163 к
A7DAC11B,57000 т
2403A8EB,67000 - 79000 т
41B3143D,60000 тыс руб
257B5D5F,65 - 100 k
4EE01C1A,70 тыс руб
68CC2436,63000 тр
AF4A890D,515000 тыс руб
F957411D,62000 тыс р
A8999ADC,20 к
326F9CFE,80000 тыс руб
C9769BBF,62 тыс руб
1FAB19B6,125 т р
21969E65,72000 т
92D772E4,19 тыс руб
14E05DE4,187 тыс р
6F75CE0E,260 к
D5F71B44,41000 тыс
77B32C2D,261000 тр
26073208,313000 - 345000 k
3779EA3A,14 тыс руб
E91F3F5C,150 тр
6D55BB24,167 тыс р
CAA16347,172000 - 183000 тр
1CB522BA,184000 k
52980D12,48000 т
862F6CC4,580000 тыс руб
D1B9E5E7,181 - 190 тыс
BF3C5EB8,128000 тыс руб
861C6D76,193 т р
3169A178,714 - 775 т р
A3E1D716,10 к
A89FCAC0,138000 - 170000 тр
6C6119A2,31 тыс руб
D35F6B96,25000 тыс р
C609FB25,83 к
01465DC3,46 тыс руб
BABFEBB0,197000 k
8999B975,41 тыс руб
FB33BEB9,48000 - 60000 к
769E1EDF,100000 т р
D423B447,369 тыс
806FB6F1,81000 тр
0673F4AC,175 - 184 тр
ACF50F48,176 к
D885D74D,48000 - 77000 k
F9F5AE49,31 т р
CBEDF439,200 k
689CF706,148 - 190 т
2F5B8EB2,46 тыс руб
18BB47A9,104 тр
6F422845,129000
6DCCA3E8,335000 тыс руб
E9A074F4,59000 т р
B30C67CD,111 к
8A466CAE,57 - 71 к
57419C29,62 - 97 тыс руб
6BA61F19,65 тыс р
4B1A26AF,57 тр
838E3C37,88 - 90 тыс
74706FDB,56 тыс р
19DD71AF,87000 тыс
D1CE0E97,727000 - 798000 тр
DA325538,74000 тыс р
9F0341E2,82 - 89 тр
3BE9B70A,84 т р
A24DEED0,103 - 157 k
2EDC940A,287 к
B7B3660E,320000 тыс
79D752CE,311000 тыс руб
8D424011,67 тр
B4A70112,26000
B615B685,129000 тыс р
7F59A765,79 к
2B693654,156 тыс
59A7C046,73000 к
4AC41A4D,14000 тр
6490B4B9,1.15 - 1.30 млн
9D3B8217,145 k
E4797977,19000 k
90EC9129,41 k
B7499FF5,120000 тыс
B225BDE9,711 т р
00FC4E80,44 тыс руб
D35441CB,38000 к
906A3D1D,120 тыс
26376B5F,46 - 48 т р
18D724E3,82000 тр
99932405,62000 к
29B95F71,97000 т р
52774DCC,181 тыс руб
D3837A41,375000 тыс
2AEAAE8E,125000 - 162000 тыс руб
946AE862,98000 тыс
F7F41E54,158000 т р
8E8A1C75,339 тыс
1E79C30F,27 - 32 т р
8BB7E234,46 тыс руб
448F52E7,14 k
783F1B6F,510 - 628 тр
574A6ABA,52000 - 61000 тыс руб
65F924DD,302 тр
A331CED3,74000 тыс р
12AF6438,106000 т р
2E046C0B,9000 - 13000 k
47143EAD,36 т
07EC068B,36 - 38 к
7B018860,23 к
C7679247,82 к
302EC95B,64000 k
95F72689,50000 - 68000 k
F3B1B211,196 тр
34C9A75A,98 тыс руб
911E2B93,87 т р
6B5B8E64,24 тыс р
11C75792,92 - 98 т
39F291E5,188 - 189 к
0198E66A,122000 - 139000 к
BB53F016,12000 т
715C43CA,89 - 93 тыс
BA6BD3A1,110000 т
0B9E311E,73 т
F559DB9E,127000 - 177000 к
6CE30F6E,59000
13804F7D,104 тр
4D3F760D,44 тыс р
6C052931,24 - 25 к
33026808,166 - 178 к
8272ADB3,197000 тыс руб
5E505CC8,272000 - 322000 тыс
EB5E9AF0,22000 т
30A8F82F,143 к
635A249D,26 тыс руб
6094DF60,753 тыс р
8567A1D3,36 тыс р
C613C8E6,62 к
D9275557,141000 k
949963F3,54000 - 60000 к
D0A94775,369000 тыс руб
638F7073,34 т
4F4BE6B8,185 тыс руб
FA7C4D2D,630000 тыс
F275D4CD,110000 k
BD4376E1,123000 т р
EF500270,465 к
B80BB4AB,89000 т
6E0ED4C9,12 тыс р
2CA73D14,148 тыс
AE7A951A,127000 т р
74EC52A6,73000 тыс руб
329EF5B1,391 - 400 тыс руб
80330EFC,176000 тыс
B481E4DD,177 тыс р
24E3FDFF,75000 тыс руб
312EFFC7,183 - 192 тр
350B6B4B,15000 к
0C127C86,29000 т р
00C7CA4F,33000 тр
70B20DD8,54000 тыс
CC2AFB77,79000 тр
5E000438,36 т р
9F2A2940,10 - 14 тыс руб
9F58B0FF,82 - 100 тыс р
413A1B0D,74000 тыс
F6BA8B20,37 тыс
D04C3C54,303000 т р
4E202597,90 т
079A70FF,18 т р
76BB5C5E,66 т
1404F4F8,59 к
2EF7ABEF,40 тыс
AAC6BBF0,140 тыс руб
4C04DEA4,91 - 92 тыс р
0FCF95BC,86000 т р
43163706,40 тр
4DC80A1E,245 т р
AC0A932F,175 тыс
ABB6019E,76 - 77 тр
B01937AA,66 тыс
132FFAFF,42 к
31466D12,69000 тыс руб
47DB9987,168000 тыс
F0EC52EB,26000 т р
073ECADD,180 т р
6112F9F1,119 тыс руб
14A300FE,108 - 110 тыс
BA8A88BC,103000 - 155000 к
F229DC3A,107000 тр
9F44159A,118 - 140 т
FDE187B0,66 тыс р
FEBCE094,68 - 73 т
8F384657,179000 к
EB6548FA,30000 к
659C0756,315 тыс
9424F3FA,162000 тр
33EA5CF0,189 т р
B2383F75,155 - 174 k
D5DE5956,37 тр
5029F33E,292 тыс
DB1AAE4B,85000 - 87000 т
CAFAEEC1,61 тыс руб
75E217B9,62000 тыс руб
3655C645,155 тр
911F1F14,16 - 33 тр
4D676415,18000 - 39000 тр
3239F1F2,54000 тыс р
4C6926F8,73 - 91 тысяч
AA34C4CA,196 - 197 к
326171A0,56 тыс
EA8CAD13,94 т р
7D4552C6,109 тыс р
8460DC9F,24000 - 39000 тр
52F6D30C,112000 тыс
806C1B93,48 тыс
B447D1B6,126000 - 190000 k
6F2FBB43,89000
9812E082,336000 - 385000 тыс
9053A895,187000 - 193000 тр
B2072112,169 т р
6BCAD3CA,16 k
F67B7F4B,22000 т р
86FCF9B7,42000 тыс р
E505657D,384 к
5B9FC8E9,187000 тыс
D1A4875B,103 тр
550A74E2,203000
D0FBCAE5,97 тыс руб
26E57B62,167000 - 184000 к
F69BD5A7,82 - 93 к
1BE08DB3,61 - 73 т
AFD49BED,29 тыс руб
49978729,87000 т р
72BA2252,106000 т
AC87A524,146000 - 165000 тыс
BD945C14,89 k
9E06E004,216 k
ED5495CC,253 т р
C821E110,174 т
B2C1E436,94000 - 97000 тыс р
5F060EE7,135 - 166 k
6CC768E8,64000 - 67000 тыс
5B96F9AA,120 - 189 к
B3136E57,104000 т р
C7D94480,11 т р
92E4CB6E,362 тр
4BCD3FF7,363 тыс р
751F8400,177000 - 181000 тыс
6F03502C,57000 к
FF33B44A,60 т
FF5727E7,143 тыс р
60508766,337000 тыс р
BCFA7489,10000 к
066EA6B0,94 к
A574C16C,198 тыс руб
DBC04AB3,13 k
CED7D875,396000 - 397000 тыс р
09521C01,80000 тыс р
F1F6107C,317 к
81E6BC70,795 т
36EBCCBB,36 - 38 k
AA2F5906,69000 тыс р
FD13050B,18 т р
64881053,186 - 192 k
1B88CB87,90 - 93 т р
684FFB17,58 тыс р
86CB3974,20000 - 28000 к
1798F900,192 тыс руб
456F0BF3,115 т
852BDDF9,83 k
C1BB356A,59000 т
DE59FF12,95 - 96 тыс
C89E4338,33000 - 40000 к
306FD075,13000 к
E439EA1F,51000 тыс руб
8E70BCF5,31 тыс руб
1F54ADD1,281000
577E9E7D,59 т р
955DF1A1,737000 тыс р
8AE48E41,77000 тр
D81368E8,151000 тыс руб
882677B9,26 - 40 к
F09F8E93,20000 тыс руб
AD496D58,145000 к
1B528EEC,120 т
2AAEE9B4,100 тыс
BE5A4BE0,187 - 195 тр
26076E74,96000 тыс руб
9F341B1D,90000 тыс руб
B2E9518E,183000 т р
4245385F,144 тр
A4FE6EFB,84 тр
9BE6309F,18 - 27 тыс
9409B718,41 т
9A9C4C3D,538000 тыс р
547B6BF3,170000 т
8B6D8773,81 тыс руб
99BF2815,21000 тыс р
947A9D02,11000 тр
2952A066,101 тр
D2BBFA52,82000 т р
EB44A2C4,361 - 364 т р
F1E65B62,21000 тыс р
4D473694,144000
405C9A28,54000 т
3FEA5C6A,26 тыс
5688D047,64 - 85 тр
2E2F8C5E,153 т
D22EF769,75 - 84 т
2D14F424,189000 к
9F59A1F7,49 к
C7B77754,82 тыс руб
37C103E0,69 т
B5F79C0C,122000 т р
B67FA604,"1,1 - 1,2 млн"
156A5568,56 к
0DB58D0A,40 т
51C9994A,125000 тыс р
CF6CACC4,26 т
8FC61AD9,219 - 398 т
163F9758,97000 к
21E54EFC,39 - 40 к
2F92EA23,14 тыс
E780F030,12000
00EC123F,37 k
05574E9C,9000 тыс руб
D91BEECC,48000 тыс р
22C4B82C,28 т р
53D26AC4,119000 - 126000 т р
03071288,39000 к
1322CDA8,47 тыс р
63C6243E,15000 т
F492A6BA,46000 т
4D343DB5,76000 т р
EC99816E,33 т
3185861D,199000 т
E23CAD93,78 - 79 т р
41153B04,155 к
AAEAFA6D,62 тыс
9D333719,187000 т
E372B6B3,77000 т р
C5F2DFE7,135000 тыс руб
2E0FB190,22 тр
211C22A5,93000 - 95000 т р
AFAD0B77,42 тыс р
E6D1F26A,105000 к
1FB20EA0,12000 к
33EE7D4F,80000 тыс р
54C252C0,226000 т р
A77D890A,102 k
FAF11DF7,28 k
1C72CE28,298000 тр
A545AB3C,79000 тр
2C3A2278,49000 тр
E3042BE1,192000 k
771D51A8,15000 к
FC59691D,73000 - 87000 k
81F3073F,16000 к
D121B1D3,42 тыс р
ACFA88A1,25000 тыс руб
DA301AB5,36 тыс
1A6580D8,65 к
A3AC32A5,68 тр
7A9B2593,39 к
13A78D27,25000 тыс
FFC15060,300000 т
BDAD707B,36000 тыс руб
EB3B39AF,16000 тыс р
D66DD840,58000 k
56C2886E,154000 тр
8D9C7489,40 тыс руб
E8AC46AE,98 т
42023075,19000 - 20000 т р
DEB8418E,155 т р
9CDF18DD,64000 - 80000 тыс руб
2172870F,88000 т
271A937F,44000 к
5887CDD3,265000 - 315000 тыс
9B775D90,33000 тыс р
708DD447,394000 k
7A220DAB,233 тыс руб
2EEC180B,24 тыс р
D807A573,638 k
6D38ADC9,56 k
2C16EAF8,640 т
7A13657E,134 - 168 т р
679F6559,117000 т
228C1EE3,161 т р
181ACCDB,30000 - 37000 k
CA22404C,103000 k
D89C4988,84 - 91 т
56E1ADE2,110000 тыс руб
28703532,242 к
EA2B66E2,35 тр
BF85293F,109 к
5E2888E2,146000 k
96B05A24,758 тыс р
8415D833,38000 тыс р
DA930C7E,48000 тыс руб
33DC194C,159000 тыс р
CAC4276C,68000 k
6D592EBD,111 тр
59FE01FD,14 тыс
8B7447E2,307 - 332 тыс
54F3FF02,29000 к
02D404E5,145000 к
ED49ED18,36000 тыс
93640DB0,78 - 88 тыс руб
E8D316E9,52000 k
A0D4CEBA,52 тр
97351C5E,32 к
618FAF6A,120 тыс р
8865E80E,106000 - 193000 k
AB512B88,75000 т р
20345AF9,164000 - 173000 т р
22ABF24D,195 тыс
3748CB42,169 т р
31958ABE,33000 т р
6895F19B,136000 - 185000 т р
A200934E,42000 тыс р
8F3CC234,383 - 387 k
74DAB26B,68 - 85 т
370C28A2,55 тыс р
B823C875,30000 - 33000 тыс
98EBA639,22 т
145ABEAB,361000 k
DE092259,72 k
0EC31223,34 т р
240E5279,141000 - 155000 т
22DDFCCB,75 к
29531716,43 - 90 тыс
6CCB711A,40000 тыс руб
27E86634,65000 k
477708A5,28 к
DF23F99D,161 тыс руб
F8D7750A,323000 к
6DEA0F59,80000 - 93000 тыс руб
ED048E23,174 - 187 тыс руб
B304C388,168000 тыс
06D4ADD0,175 k
60794121,136 тыс р
92F55908,63000 тыс р
1A7AA762,38 к
ACA43DFB,384 тыс
697DEE53,149000 тыс
C76A4CDC,37 тыс руб
1682B0C0,51000 тыс р
E0569D4F,15 т р
C5C0DEF9,103000 тр
9884AAF0,64000 т
A9DE827F,212000 тыс руб
CF2BC2F2,204 k
79BE1925,94 тыс руб
9016EDF7,69 - 76 тыс руб
D31C2982,162 т р
10C46BEF,63000 тыс р
A82BD6DC,34 - 35 т
1D3FB587,25 - 34 т
4040CC6D,42 тыс р
2C0B8773,229 тыс руб
93152088,265000 тр
242A01FD,167 т
AD0C0545,12000 k
6586577C,38000 - 40000 k
6BBBA730,159000 т
2DB6BB90,64000 k
C6CEA817,593000 - 746000 к
2D0680B2,17 k
B3A62196,81000 - 82000 k
7AAD09DB,164000 тыс
52F34BE4,23 т
D2D02988,62000 тр
A4CE3635,16 т
3074ECBD,79000 - 98000 тыс руб
DCDA5749,283 т
4FB7A548,27000 т р
6CC41FD3,122000 тыс р
E7CC9081,166000 тыс руб
189426D0,196 тыс
74D10A3F,34000 k
D187F2D6,25 - 27 тр
9CEEBD09,140000 - 187000 т
EA523B49,35000 тр
F4A0483C,139000 - 150000 k
7EA91612,54000 - 69000 к
F790C03F,761000 тыс руб
EC43AFB5,15000 тр
8FE165DA,551 k
E8E6147B,17000 т
F7627711,70000 тыс
0DE7B687,148 к
3FA9EE7A,162000 тр
0BB3F674,137 - 165 тр
EFF300D6,189 тр
B5EE6858,21 т
A5373ABE,29 к
47E86448,44000 тыс руб
DFFFF0F1,15000 - 35000 k
5C25A0A9,597 тыс р
90C7AAAD,57 - 65 к
9FF34218,62 - 100 тр
24CCA8E4,10000 тр
0AEF8F45,85 т
7580024F,47000 - 72000 тыс
07E277B6,227 т р
F4B64EB2,147000
3C0FD2C5,21000 т р
AE472485,142 k
9BA44507,344 k
95844165,29 тыс
86457362,299 т
8D6EDF2E,39 т р
A96BBC27,197000 т
73869AF1,50 - 53 к
28B4B5B8,83 тыс р
4603084D,177000 тыс р
3EC5538A,12 тыс
80D3ABC9,58 - 74 тр
1DFC0D49,162 тыс руб
3EF2AB24,691 k
2370BF42,25 тыс руб
68892668,199000 k
D42101C7,130000 т р
31E8B9B0,20 тыс р
AD493B5C,15 тыс
8583BEB4,76 - 88 тыс руб
D86ED280,170 - 182 т
9E978033,25 т р
D7E49BED,41 - 98 k
C3739963,130000 k
8E466602,277000 т
27D64461,172 тыс р
724BDD30,62 т р
37F15AC1,93000 тыс руб
35CB3057,252000 - 347000 k
EBE38730,58000
B6094182,99000 - 100000 тыс руб
0BA24051,97 т
8F8B0E4B,148 т
DB029880,20000 k
F4DDD3FB,78000 тыс
FFE045EB,78000 - 82000 тыс руб
0713E61A,66000 тр
86D1B036,145 - 192 тыс
F9DCA0B9,127000 тыс
D9723103,166 к
C4099D3C,350000 тыс руб
7DE97DCA,127 - 168 т р
5DB7849E,77 k
A33A5972,86 - 94 тыс
F625833F,163 - 168 к
59A7072A,306 - 365 тыс р
8ACAC098,21 k
3D1A65B4,98 к
AEA62FB3,104 к
829CA155,40 тыс руб
88EC35A0,57 тыс руб
C00E51A3,101000 тыс руб
8CEC0232,65 тыс руб
6D910B3A,135 - 180 тыс руб
186D6FB5,16 тыс р
07F477F5,47000 - 49000 тр
DF754187,106000 т р
0B1159A8,623 тр
64E59697,11000 k
A206B598,131 k
53A94C51,128 k
771C2A15,59000 т р
39E03530,23000 т р
AC689836,126 к
D22D75CA,79 k
31EA4C08,192000 - 194000 тыс руб
A5ED363F,81000
5D2ED168,149 тыс руб
1613D2B1,55 тр
3E77CCDD,117000 т
95830DB7,39 k
266D9B64,11000 k
8D4E88BA,182000 - 193000 т р
8D502719,167 к
682A19E7,23000 - 37000 k
94550F59,95 к
DFC1DEAC,55000 т р
4374E670,78 - 87 k
F9F5C88E,87000 к
6CBDC114,62 - 74 тыс р
92F9E825,31 тыс
1F950365,75 - 97 т
5C2AA8AB,176 тыс р
46E65946,90000 тр
55BEF3F4,124 - 158 к
45C00DED,61 тыс руб
BAF9A5C9,51000
22B8690D,32000 т
6CA544D6,183000 тыс р
686FA8DC,188 тр
A237C444,667 тысяч рублей
1C9C7861,54000 т
740FB7B7,149000 тр
96C775B0,106000 т
03F5EEEA,72 к
60DBC2B7,29000 тыс
8C61513B,81000 т р
5B4B2317,20000 т
EBFE7C96,331 тыс
6BB199B2,158000 - 196000 тыс
3907AA1B,110000 тыс руб
2897321B,127 к
6A09949C,32000 к
5ECBE6C0,175000 тыс р
30F5B90B,31000 тыс р
EB81C75A,222 тыс
5D7778A0,47 тыс руб
41BC4828,59000
C20D0392,99 тр
2DBB427E,156 тыс р
9FB3D5CE,36 - 38 т р
4F494D82,119 - 163 k
FDFABBBC,25000 т р
29717D42,34000 к
1DB9B44F,10000 k
111A0E8F,43000 - 94000 к
D36A0293,75000 - 87000 тыс руб
5BF739C0,26 - 29 k
45406ED3,65000 к
81F96F5F,349000 k
88293963,74 тр
5977AB13,12 - 14 тыс руб
D9267E84,16000 - 27000 тр
CAF829BD,198000 - 199000 т р
85282157,20 тыс руб
0C36F1AA,24 т
E26AEA25,79 тыс р
E91637AA,124 - 153 k
90F107C1,304 т
7B256CCD,71 k
13198E74,42000 - 44000 т
F97548A2,111000 т
0103841A,478000 т р
C71B5CC5,218000 к
569F022A,354000 k
5A4FB378,40 тыс р
CDFA723D,19000 тыс
B1BB7CA7,15 k
8A11A741,69 тр
39C6A175,98000 - 100000 т р
CBDC37EA,59 тыс р
33D63653,15000 тыс
D1917F30,54000 k
D3A9149D,75 k
0344C9D7,38000 - 39000 k
CBCEC825,109 тыс
9F2E5A27,266000 - 348000 т
0713B459,88000 тыс р
895F5CC8,192000 тыс руб
BB006796,160 тыс руб
EEE5DB55,142 тыс руб
8740F461,41000 k
15581AB3,128 тыс
35887E95,66000 т р
C472EF73,74000 тр
B89C9C8A,93 тыс
703DA8C7,140 т р
D23EA4A1,15000 тыс руб
9FB4A0FB,475000 - 612000 т р
5E41085A,210 т
6F5DB5BE,23000 - 37000 тыс р
5DEBD44D,80000 тыс руб
59DB64DD,193000 k
8923FFCF,69 тыс
E527CEEA,163000 тыс р
95538722,586 тыс
E5CDDFDA,128 - 183 тыс
34A9B959,31000 т
3942B40A,49 т
DAA8C07F,44000 - 66000 тр
1C568492,190 т р
3464DF00,76 т
86D515E7,258 - 259 т р
A011F815,90 тр
DAE348AF,24 k
76621D43,31 тр
D2FC9B62,172 - 177 тыс
495104F8,31 т р
015BBB89,17000 т
430C6318,82000 к
8FF9E6EC,43 тыс р
10D1EB48,214000 т
EF2BC8BD,68000 - 72000 т
BC98691B,85 тыс р
6B61F8BA,50 к
54C03277,188 k
E31D4257,76000 - 77000 к
1588FB59,16000 тыс р
63903810,26000 тыс
D62AD7CF,44 - 56 т
C9B34B69,65000 т р
A28365D8,59 - 90 тыс
628E0712,97 k
EBB2F393,51 тыс р
2CD8E488,154 тыс руб
9897D36A,580 т р
08529290,26 т р
D06ABD6B,95000 k
7C008163,46000 к
6540526D,385000 - 390000 т
166FD262,97 - 99 тыс руб
32D169DA,174000 k
8DC971DC,22000 т р
FA98C0F3,21000 т
0906C031,34 k
A6BDAF6F,45000 т
6C7EB09D,107000 - 162000 тр
25A2326E,171 тр
E080B72C,147 - 162 тр
94707BF9,170000 тр
6198F341,53 к
D76D3770,25000 тыс руб
30039D63,28000 тыс руб
F4FEEFB1,59 тыс р
96B6E1BA,130000
121B3A95,35 т
DCB8CA1C,187 - 195 к
306C1A8B,60 - 81 тыс р
2E891F1B,123 - 196 k
307FF560,75 - 92 к
CC58F55A,77000 - 98000 k
AF86E81E,37000 тр
8621A30D,46 тыс руб
8D79C3E6,649 тр
9A78A061,741 т
E76A88B6,144000 тр
21FAA0CA,35000 - 39000 к
B9636BAE,143000 тр
E6BB8D79,34000 - 37000 к
17714BB9,97000 тыс руб
F3E41942,757 тыс
6E1AC9E4,139000 тыс руб
CC0A19DF,137 тыс р
80AE4EE9,51 - 52 k
65527207,55000 k
80B75265,27 - 39 тыс
92842456,36 т
D1FCF9B6,43000 тр
42C78496,40000 т
8FE87073,314000 тр
701E5270,68 k
9D307A70,20000 тыс руб
92368ADD,10000 т р
32E52D89,82000 тыс руб
6FC12C79,139000 - 189000 k
FE566237,84 к
EC77DEA6,197000 - 198000 тыс р
AC422222,190000 тр
5527F1F0,44000 - 87000 к
7E90748D,149 k
DF116A6F,56 k
E7BA0C27,249000 тр
38D28A2A,175 к
B51C8CF0,168000 т
04EED148,61000 - 82000 тыс р
AEC895E7,38 тыс р
ABF7CF62,120 тыс руб
35491C81,83 k
533F286B,212000 k
E8884DB5,11 - 12 k
5E06A11F,17000 тыс
16AEDE5B,599000 - 622000 k
73FE1537,168000 т р
2DC8230E,38000 т р
9C4633DE,547000 - 709000 тыс
46989A31,197000 - 199000 к
3B244982,398 т
F4ABB5BB,47000 к
9A35EBC0,166 тыс
CC6A86A5,37000 k
AAFA29A2,360000 тр
8A961A8B,29 т
219B3FBF,124 т
DA8CEB14,272 - 281 тыс р
44D65B9E,293000 к
3433C48A,10000 - 14000 тыс
4C17C6FA,171000 тыс
560A1F47,24000 - 26000 т
0287CDF0,98 тр
442C7D42,383 - 386 тыс р
8EA94535,152000
427449D2,110 тыс
30A10761,53 тр
0A3B7A41,179 тыс
05763022,77000 - 83000 k
E377F18B,98 т р
FECB13A6,53 тр
83A85BAD,138 тысяч
E8521F53,72000 - 97000 тыс
0680CE64,181 тыс руб
D632182D,25 т р
85A85EFF,45000 k
5422C291,142 - 197 тр
537103B4,85000 - 91000 тыс руб
1C633FDA,177 тыс р
30EC577E,125 тр
0AB6DA48,394 тр
DB172A88,188 - 196 тыс
C4DF7297,49000 тыс р
35CB51E9,21 к
47D5E562,11 к
DE9A47AD,57 т р
C63F6077,34 тыс р
7EE5C02E,94 - 95 k
611B8A26,83 - 92 тыс руб
597EEAAE,70000 - 80000 тыс руб
D88E99A4,73 - 94 тыс руб
AA098541,64000
DECC8281,16 к
64EEDC9B,39000 т р
6715C164,184 тыс р
9F48AAD1,273 - 292 тр
DC8D8654,73 тыс руб
44910A04,31 т
F5035A46,322 т
DD47F037,237 - 266 тр
43BC8ADE,41000 тр
69A3CA08,63 k
B527C415,91 тыс р
BE0DABE9,188000 - 199000 к
2AAE6432,139000 тыс р
E22B0575,194 тыс р
F4B5A3C0,194000 тыс
21CC74AF,109 т
1100FCE7,37 тыс р
71D2253C,48000 тыс руб
65B82F84,60 тыс руб
C8ADF94A,43 к
2F569AC1,192 - 196 тыс р
7ABCF9C8,101000 тр
C32075A5,31 к
5BEE016D,143000 тр
FE633BE1,91000 тыс
22FE958C,15 т р
7393FC1C,150 тыс руб
9E6C3496,25000 - 26000 k
41A41F55,197000 - 200000 к
C7AB4479,243 т р
F9DFC1E9,176000 - 182000 тыс руб
3B45A8F4,39000 тыс руб
DCAA01E6,717 т р
A2009430,166000 тыс
8F3D298C,243 т р
102390FA,133000 тыс р
1524CA6D,88 тыс
1650622E,96 - 100 т
982D4D90,190000 - 191000 т р
3B5ADC16,52 - 79 тыс р
412847F8,152000 тыс
7D81D235,79 тыс
BD9D5610,198 к
5543171D,43 - 68 тыс руб
7DC3D850,462 тыс руб
F1D13092,60000 тыс р
C43FC367,64 тр
9B123F86,70000 - 99000 тыс руб
9B1A1079,97000 - 99000 k
06257476,278 k
B3C1415F,70 k
E6DACA71,331000 тыс р
A8C59A0B,90000 тр
4652701B,215000 тыс
2CAB9DBC,93 - 98 т
A7D3F754,37000 к
6D3A2678,60000 - 89000 к
45B7FEF4,69 - 82 тыс руб
22389AF7,85 тыс
B3D6B5EC,140 тыс р
75F64FC9,171 - 187 т р
52834BB2,715 - 724 тыс р
E11E385A,226 т
3509E032,45000 тыс руб
B8BB19B6,28 тыс
DA3552F7,23 т
99FDFE06,45 тыс р
31FAAC43,72000 т р
28E534AB,82000 т р
EF81687A,85000 k
4183DEFC,159000 - 178000 т
AA60A60B,40 тр
D72C59AD,110 - 164 тыс р
12E2498D,145000 т
435C7D8C,26 т р
7EACDEC3,28000 тыс руб
4A2EF940,86000 тыс руб
E4868AD7,21 - 27 т
8E17714F,31 - 37 т
55A18E82,129 - 152 k
D682E76E,158 тр
381A3648,21000
D1F42DB5,56000 тыс руб
EDBA875D,98000 к
927CBF6E,146000 тыс
25A36886,71 k
2AC080EC,170000 тр
CDDB0343,164000 тыс
9DBF2D98,215 тыс
F53B43E1,89000 тыс р
337941B9,75000 тр
F9EFCF8F,164 т р
2770BE81,56000 тр
A67679DF,525 - 584 т
3F9103AD,92000 тыс
F694C1FB,89 тр
C7B99AEF,21000 тыс р
1CF39F69,97 k
32905639,123000 тыс
7F9AEB75,61000 т
D2405F37,91 k
200EB399,199 т
84887C64,548 тр
D4D1E109,17000 тыс р
089CBD70,66000 - 89000 тыс
0610AA67,170 тр
6CDAA542,38 k
9F3CD8C4,81 тыс
5161DCA3,377 - 400 тыс
E4D5454C,54 - 92 т
4CC79D9B,355 тыс
48E3E10E,169 т
426525DA,63000 т р
2123A903,20000 - 28000 тыс
2F5A54D3,143 тыс р
1AC4D15A,49000 - 81000 тыс
031D71B3,179000 тыс р
0415D629,91 - 97 т р
D9E39019,191000 - 193000 тыс
4C5E1F11,35000 т р
36E55D07,48 т
288F3990,147 тыс руб
E6BF2876,105000 тыс
54567A18,46 - 54 тыс р
D1BF3F32,18000 т
F1C3245B,40 тыс руб
7432E6D0,20000 - 34000 к
276052F2,140000 тыс
27D92D00,54000 т р
3EAF6405,12 k
AAAA851F,39 т
53C37A20,62000 - 100000 т р
F62A583F,53000 тыс р
BA3F8D4E,279 т
6245077E,64 т
05EE5B3A,268 т р
A17139CD,24000 т р
A3EA95E3,28 тыс р
2628ECB8,134 тыс р
89134A28,21 т р
